Date,Open,High,Low,Close,Volume,Change %
Sep-24-2018,44.800,46.000,44.800,45.850,1030000,2.34
Sep-25-2018,44.600,45.800,44.000,44.000,3010000,-4.03
Sep-26-2018,45.000,45.700,44.050,45.700,770300,3.86
Sep-27-2018,44.800,45.700,44.800,45.700,927800,0.00
Sep-28-2018,45.284,45.383,44.591,44.591,172300,-2.43
Oct-01-2018,45.284,45.284,44.095,44.095,315400,-1.11
Oct-02-2018,44.095,44.591,42.163,42.757,1670000,-3.03
Oct-03-2018,42.757,43.600,42.757,43.600,1110000,1.97
Oct-04-2018,43.600,44.492,42.708,44.492,1050000,2.05
Oct-05-2018,44.591,44.591,42.807,43.600,190600,-2.00
Oct-08-2018,44.392,44.392,41.816,41.816,1390000,-4.09
Oct-09-2018,41.816,42.262,40.677,41.073,1770000,-1.78
Oct-10-2018,41.073,42.361,41.073,41.618,225600,1.33
Oct-11-2018,42.113,42.113,40.132,40.132,470900,-3.57
Oct-12-2018,41.123,42.609,40.132,42.609,200200,6.17
Oct-15-2018,42.609,42.609,41.618,41.618,520600,-2.33
Oct-16-2018,42.411,42.510,40.627,40.627,596400,-2.38
Oct-17-2018,41.915,41.965,40.379,40.578,1450000,-0.12
Oct-18-2018,40.578,40.578,39.240,39.834,1390000,-1.83
Oct-19-2018,39.834,40.330,39.636,40.033,1010000,0.50
Oct-22-2018,40.280,41.816,40.280,41.568,102300,3.84
Oct-23-2018,41.568,41.618,40.726,41.618,320100,0.12
Oct-24-2018,41.618,41.618,40.429,40.776,534500,-2.02
Oct-25-2018,40.627,41.519,39.537,41.519,293000,1.82
Oct-26-2018,41.469,41.618,39.884,41.618,451100,0.24
Oct-29-2018,41.618,41.618,40.627,41.222,30200,-0.95
Oct-30-2018,40.776,40.776,40.132,40.379,353000,-2.04
Oct-31-2018,40.627,41.123,39.933,40.181,789700,-0.49
Nov-05-2018,40.181,41.519,40.181,41.519,1620000,3.33
Nov-06-2018,41.519,41.568,40.726,41.420,251900,-0.24
Nov-07-2018,41.321,41.816,41.123,41.816,1090000,0.96
Nov-08-2018,41.816,42.609,41.123,42.609,1420000,1.90
Nov-09-2018,42.609,43.154,41.717,42.609,4430000,0.00
Nov-12-2018,42.609,42.609,41.023,42.361,1160000,-0.58
Nov-13-2018,41.618,41.965,41.420,41.618,804400,-1.75
